Name,Hours-worked,Hourly-rate
John Adkins,27,54.95
Samantha Thompson,44,31.69
Morgan Rangel,21,42.9
Jennifer Flores,57,47.0
Robert Leon,50,38.06
Mrs. Christine Weber,35,37.85
Virginia Smith,23,48.59
Elaine Lewis,58,16.14
Robert Krause,57,68.66
Stephen Smith,23,66.94
Cynthia Knight,60,68.56
Marcus Larson,45,37.86
Brandon Tran,51,48.93
Mark Lee,55,49.84
Emily Ellis,48,51.8
Mr. Kyle Young,21,62.8
Sean Howard,48,25.02
Sean Juarez,40,62.29
Christopher Lawson,45,12.71
Alicia Allen,42,71.8
David Madden,24,22.29
Denise Gray,26,45.39
Renee Lewis,37,27.45
Paul Smith,24,14.72
Kaitlyn Park,23,62.0
Jerry Ramirez,49,39.45
Angela Williams,47,10.78
Robert Butler,41,28.81
Meagan Perez,34,28.57
Sierra Moses,42,61.5
Stephanie Perez,36,37.55
Alyssa Brown,48,26.02
Jaclyn Owens,44,42.12
James Bass,31,72.01
Dana Bailey MD,44,10.55
Michael Hoffman,20,54.48
Robert Ponce DDS,53,29.6
Randall Molina,34,62.81
Frank Dean,56,24.38
Lori Golden,52,58.18
Gary Donovan,43,44.87
Bianca Shepherd,44,40.15
Nicholas Smith,60,41.67
Kelly Moore,52,44.28
Antonio Cordova,30,65.44
Kerry Waters,36,36.79
Garrett Ochoa,33,16.02
Dr. Nicholas Morris,25,22.92
Cynthia Casey,55,40.34
Melissa Thomas,20,29.13
Kevin Miller,59,48.68
Shawn Lopez,21,15.65
John Williams,42,53.42
Kyle Anderson,24,61.08
Timothy Mueller,48,69.51
Michael Griffith,33,47.69
Joseph Oconnor,50,43.93
Carlos Bartlett,46,41.26
Erica Chen,25,66.9
Amy Alvarado,58,65.93
Savannah Allen,23,64.73
Cody Moore,42,18.97
David Buchanan,53,45.39
Sharon Peterson,56,45.49
Justin Johnson,33,66.51
Jose Smith,29,55.27
Matthew Lee,26,41.99
Brandon Moss,41,28.13
Michael Owen,42,50.09
Megan Black,40,52.03
Darius Ray,20,56.61
Diana Garner,24,71.94
Scott Andersen,52,61.51
Jennifer Ross,54,14.29
Elizabeth Mcdonald,31,62.71
Joshua Parks,41,58.04
Stephen Mclaughlin,39,42.63
Todd Garcia,50,24.03
Tammy Park,30,42.55
William Moran,25,45.94
Jared Martin,53,24.97
Sharon Walker,44,24.95
Kristina Mueller,36,15.48
William Robinson,23,71.3
Robert Bell,41,25.92
Lisa Wade,58,13.18
Danny Ward,45,38.86
Frances Morrison,26,39.38
Traci Prince,23,24.3
Sherry Greene,25,65.58
Matthew Spencer,51,19.22
Ryan Nelson,21,43.48
Jason White,40,22.26
Jennifer Brock,57,46.93
Jessica Thompson,21,55.4
Tracy Lutz,35,21.13
Gary Gordon,60,36.6
Stephen Wang,44,21.49
Cynthia Miller,39,23.6
Rachel Lopez,31,48.23
Kyle Charles,58,54.83
Jessica Conrad,36,66.53
Johnathan Moore,55,29.93
Jessica Walker,46,72.25
Brenda Eaton,49,68.48
Nancy Crawford,54,47.48
Yolanda Davis,55,10.28
Gail Lowe,37,21.79
Adam King,50,59.32
Scott Taylor,54,28.61
Todd Rodriguez,40,66.73
David Henson,49,10.41
Jessica Jones,42,40.0
Shawn Montoya,23,30.69
Kayla Cervantes,39,30.03
Kelsey Holland,57,71.96
Luke Evans,39,57.91
Anita Bishop,49,11.92
Elizabeth Smith,47,26.25
Joseph Lane,44,23.73
Kathleen Walker,20,28.64
Kimberly Gonzalez,49,38.54
Ian Barker,41,20.74
Susan Johnson,51,20.38
Jasmine Savage,56,34.35
Rachel Galloway,36,28.65
Beverly Dixon,41,33.39
William Walsh,55,66.56
Cheyenne Ramirez,26,23.1
Lori Newman,29,56.58
James Hardy,34,44.06
Brian Martin,34,29.34
Amanda Floyd,34,10.56
Jesse Bryant,22,37.35
Annette Davis,48,47.76
Christian Pierce,44,45.63
Nathaniel Henry,28,35.38
Brian Cardenas,30,20.49
Sandra Booker,34,14.11
Nicholas Potter,53,28.79
Alexandra Rollins,49,50.65
Anne Smith,54,67.94
Patrick Reeves,36,18.83
Jamie Castro,31,56.87
Maxwell Kelly,44,51.9
Stacie Smith,39,70.44
Tammy Gray,25,47.11
Raymond Gutierrez,27,20.81
George Goodman,22,22.01
Tara Beck,50,44.58
Frank Perez,21,25.54
Jeff Anderson,23,19.44
Thomas May,50,10.46
Sean Bonilla,24,24.57
Chris Hall,52,60.15
Patty Daniels,60,45.04
Loretta Patterson,28,53.47
Dr. Jose Morgan Jr.,52,15.98
Courtney May,59,12.09
Rachel Murray,57,16.62
Cindy Reeves,45,34.69
Mariah Walker,29,18.5
Mr. Todd Mcneil MD,28,23.85
Kyle Peterson,34,70.68
Stephanie Ortiz,43,55.91
Terri Nguyen,47,49.13
Michelle Jones,51,71.32
Abigail Blair,58,36.3
Tiffany Rodriguez,21,60.93
Erin Williams,29,37.39
Timothy Ferguson,53,67.68
Sarah Brown,40,72.52
Paula Herman,55,19.27
Chelsea Kelley,59,35.69
Joanne Williams,51,36.09
Charles Phillips,56,53.37
William Perry PhD,27,14.41
Paula Cunningham,46,18.69
Kelly Pierce,27,12.92
Michael Travis,50,34.36
Shelley Schmidt,27,23.51
Meredith Adams,48,19.05
John Ellis,47,36.0
Alexa Curtis,34,57.72
Dr. Patrick Strickland,59,72.65
Annette Murphy,24,59.02
Kristi Wright,43,59.85
Heather Bradley,21,46.9
Derrick Taylor,48,15.13
Chase Jones,28,47.23
Jamie Rose,42,11.21
Sandra King,20,57.49
Jennifer Fox,54,24.52
Jill Sanford,38,52.53
Brittney Graham,47,31.04
Eric Moran,45,63.9
Angela Matthews,41,63.46
Eddie Nicholson,52,50.58
Sarah Snyder,52,70.69
Jordan Murphy,32,16.88
Michael Krueger,32,39.96
Shannon Wallace,30,60.71
Frank Newton,47,33.01
Douglas Shaw,51,39.59
Katherine Horn,45,64.29
Dr. Derrick Silva,22,51.16
Christina Young,46,19.06
Jill Evans,59,42.64
Nicole Petty,27,39.26
Stacey Garcia,34,43.43
Keith Meyers,40,43.32
Pamela Dixon,39,13.7
Kimberly Smith,34,23.21
Patricia Bishop,46,38.89
Jenna Parker,34,58.71
Douglas Freeman,32,73.35
Jessica Hogan,42,13.17
Brenda Fisher,40,27.26
Nicole Fitzpatrick,40,13.45
Erica Sanders,23,70.92
Tina Gutierrez,31,61.38
Megan Hoffman,22,71.7
Steven Richards,22,20.01
Teresa Evans,45,74.84
Matthew Carpenter,38,60.68
Phillip Leonard,56,37.97
Melissa Mcfarland,32,41.42
Connie Lozano,52,39.58
Sharon George,35,27.06
Tammy Lamb,45,47.27
Claudia Hester,59,31.84
Felicia Stevenson,33,40.68
Christina Montoya,48,49.07
Stacey Mills,24,46.99
Julie Woods,35,73.37
Brittney Smith,57,10.86
Sherri Davidson,34,70.79
Christy Roberts,20,56.31
Andrew Mcclure,22,33.42
Bruce Olson,46,67.91
Ronald Odonnell,41,70.48
Jean Walker,54,45.7
Lisa Johnson,27,50.74
Joshua King,31,40.97
Sheila Richardson,57,39.78
Susan Peterson,32,23.19
Carol Lewis,43,54.82
Jose Strickland,44,43.63
Miss Katherine Brennan,42,28.79
Nicole Clark,42,30.03
Linda Allen,50,49.64
Tonya Abbott,38,31.4
Lucas Robinson,22,11.92
Steven Martinez,41,21.14
Deanna Burke,48,14.87
Douglas Russell,21,73.06
Nathan Gentry,33,48.55
Alexis Mccarthy,43,53.59
Mrs. Brenda Kelly,28,18.17
Jessica Carpenter,56,34.71
Cameron Graves,48,10.93
Michelle Roth,58,39.09
David Mason,58,22.22
Kevin Moore,43,72.64
Jeffrey Black,59,28.61
Scott Castillo,58,33.85
Joshua Patel,23,32.31
Crystal Tran,34,21.88
Aaron Ramirez,25,49.99
Joe Oliver,55,72.13
Michael Ramirez,30,30.88
Melissa Smith,21,15.79
Harold Bennett,20,60.2
David Hawkins,21,69.53
Rebecca Orr,59,54.21
Nicole Maddox,41,10.98
Marcus Lee,40,11.45
Jessica Rivera,22,48.36
Nicolas Jimenez,33,24.47
Randall Snyder,38,55.06
Jessica Underwood,53,39.61
Joseph Aguilar,55,51.23
Ronald Dodson,44,67.8
Tamara Aguirre,48,43.17
Jennifer May,32,33.78
Amanda Gregory,51,48.02
Katherine Navarro,51,34.12
Brandon Mitchell,55,31.79
Julie Ramirez,56,61.27
Christopher Bryant,52,35.71
Deanna Fuller,21,43.62
Robert Garza,47,20.64
Joshua Jackson,50,32.01
Samantha Gomez,35,43.92
Allison Smith,58,26.5
Cynthia Jackson,51,62.56
Ronald Butler,29,52.38
Evan Chandler,37,72.29
Christian Li,45,33.22
Daniel Davis,55,62.99
Zachary Maxwell,20,48.42
Joseph Moore,27,17.26
Paul Bray,20,69.03
Kevin Holmes,46,40.2
David Roberts,38,31.29
Edward Chase,50,74.32
Sierra Maxwell,45,60.68
Kaitlyn White,43,52.93
Adam Williams,23,12.07
Wanda Cunningham,46,63.6
Angela Torres,41,26.37
Rebecca Buchanan,44,20.95
Mark Tucker,38,36.9
Andre Blackburn,26,27.44
Jade Page,56,67.04
Allison Ortiz,28,64.19
Theresa Munoz,45,28.85
Amanda Leonard,24,36.0
James Morgan,40,31.35
Alex Wright,22,58.73
Michael Jimenez,50,59.05
Jason Herrera,35,56.77
Carlos Bishop,39,10.68
Connor Green,56,12.05
William Walker,45,68.9
Anthony Dennis,40,54.79
Jack White,25,18.72
Kimberly Turner,37,14.67
Lisa Sanchez,35,60.99
Michael Stephens,27,66.23
Lori Dunn,24,73.95
Karen Andrade,36,58.7
Gregory Williams,36,60.14
Katherine Jackson,42,57.4
Ebony Rodriguez,31,11.44
Sarah Watson,43,47.3
Alicia Anderson,36,37.96
Allison Young MD,34,12.7
Nathan Jones,55,26.12
Dr. Michelle Hale,43,67.39
Brian Durham,21,47.01
Jonathan Powers,29,17.45
Scott Green,25,64.75
Theodore Thompson,48,60.25
Renee Hayes,24,72.81
Carolyn Grant,29,28.58
Anne Tucker,29,32.51
Michelle Anderson,47,20.08
Jason Fields,53,49.68
Yvette Kane,31,49.76
Anthony Lewis,59,36.53
Mark Anderson,55,39.44
Janice Sanchez,60,13.95
Brandon Houston,24,27.55
Stephanie Carter,54,24.86
Debra Villa,39,43.12
Bethany Carney,35,67.11
Laurie Kim,45,47.42
Laura Weaver,42,63.77
Justin Bauer,53,18.42
Ruth Meyers,21,14.36
Matthew Martinez,29,72.01
Samuel Kelly,55,60.47
Lance Henry,42,63.24
Michael Watkins,48,71.34
Debbie Johnson,25,30.23
Dr. Matthew Black,35,16.54
Kathleen May,29,67.03
James Smith,29,61.41
Heather Henson,25,38.72
Michael Santos,46,63.06
Karen Oliver,39,39.04
Amber Ward,49,44.66
Sandra Jackson,56,72.65
Veronica Munoz,29,70.77
Brenda Miles,28,17.23
Nicholas Stephenson,27,68.62
Gloria Pacheco,53,55.14
William Campbell,24,47.31
Christopher Taylor,57,68.08
Whitney Cooper,54,67.35
David Kelly,58,70.51
Joseph Coleman,25,47.4
Kimberly Conner,54,70.22
Jennifer Chase,56,29.11
Charles Velasquez,29,23.05
Victoria Knapp,46,34.77
Steven Cruz,48,38.27
Christine Rice,21,24.05
Ryan Webster,56,63.19
Anthony Kennedy,38,10.05
Todd Montoya,43,64.99
Thomas Williams,50,26.55
Marc Smith,58,74.9
Jason Palmer,41,44.32
Whitney Wallace,51,51.9
Steven Mathis,31,42.86
Chris Long,48,72.26
Robert Roberts,41,22.18
Tina Lee,43,14.52
Mario Cole,28,17.53
Kara Berry,38,67.02
Troy Barnes,38,56.19
Sarah Velazquez,39,10.47
Adrian Hicks,28,47.86
Randall Shelton,51,14.44
Melissa Sullivan,39,13.61
Laura Gray,34,74.99
Vincent Greene,56,40.68
Rodney Salinas,34,35.26
Kristen Anderson,23,30.67
Richard Christensen,47,34.35
Michael Jensen,31,28.12
Justin Rodriguez,56,60.62
Cheryl Duffy,28,28.47
Jesus Williams,26,54.47
Kathy Brown,47,36.6
Angelica Shelton,43,73.82
Mrs. Jessica Taylor,35,62.67
Sylvia Robinson,24,68.46
Ryan Sanchez MD,36,59.87
Linda Fisher,32,45.78
Kayla Taylor,44,65.38
Trevor Owen,28,26.68
Todd Lewis,47,21.98
Thomas Valentine,23,21.07
Christian Davis,25,65.55
Jared Phelps,58,37.2
Dennis Kelly,30,54.08
Tammy Fritz,60,42.6
Mr. Brandon Norman,40,21.36
Emily Hughes,27,50.76
Dr. Brooke Hernandez,51,30.91
Kyle Chavez,57,16.2
Robert Perkins,30,24.51
Jeanette Perez,45,55.16
Patricia Ferguson,59,59.87
Brittany Zuniga,25,70.34
Carl Carrillo,52,24.84
Raymond Curtis,36,68.54
Christopher Black,36,57.56
Renee Thomas,49,53.34
Robert Hebert,35,50.57
Robert Williams,29,18.24
Nicholas Ferrell,27,59.83
Toni Porter,31,64.06
Dennis Russell,21,72.63
Steven Walker II,21,55.64
Logan Pena,44,68.96
Amy Cole,30,14.89
Janet Mckinney,41,33.94
William Rivers,45,11.36
Alexander Medina,25,62.48
Christopher Alexander,32,55.29
Andrea Knight,56,26.78
Mrs. Carla Boyd,40,65.84
Victor Mccann PhD,53,22.07
Matthew Jackson,25,72.2
Stacey Rodriguez,22,20.87
Katherine Cox,34,73.82
Troy Willis,28,12.33
Teresa Patel,32,61.66
David Miller,46,53.14
Jessica Johnson,36,57.57
Elizabeth Knapp,51,73.44
Tamara Gonzales,36,67.95
Roberto Trujillo,46,32.86
Renee May,47,41.25
Alice Willis,53,40.14
Gregory Walker,22,23.81
Jeffrey Williams,41,35.06
Robert Brown,45,17.5
Steven Brewer,32,64.08
Ralph Romero,26,63.2
Scott Thompson,47,68.22
Mark Moore,26,48.62
Sheryl Moore,59,17.75
Caleb Potts,31,59.19
Victor Hanson,49,58.28
Logan Hernandez,44,73.76
Kelly Vasquez,55,48.89
Jason Mcmillan,45,14.06
Stephanie Jimenez,42,58.17
Michael Pruitt,21,39.58
Todd Green,27,34.91
Heather Smith,56,68.34
Andrea Lang,52,40.37
Jessica Robinson,41,69.27
Mark Ross,34,40.92
Katherine Combs,21,39.68
Jennifer Nixon,50,46.56
Emily Webb,60,17.55
Phillip Logan,51,36.67
Alexander Newman,23,33.46
Catherine Shields,26,49.04
Derrick Hernandez,53,53.15
Johnny Brown,24,19.57
Kimberly Daniel,31,56.72
Rachael Griffin,48,47.46
Renee Shields,51,49.53
Jason Clark,37,41.48
Melvin Davis,24,39.11
Kristy Bailey,36,17.74
Daniel Baird,32,59.58
Cindy Silva,22,11.0
Jose White,39,28.49
Barbara Vaughn,24,37.74
Autumn Wade,41,71.2
Tracy Simmons,55,26.23
Megan Rodriguez,22,62.78
Stephanie Jordan,27,36.35
Kathy Dunn,38,54.2
Michael Morris,41,31.25
Elizabeth Miller,23,23.63
Gloria Andrews,44,57.02
Michael Roberts,54,46.25
Thomas Alexander,22,65.36
Kimberly Robinson,48,25.46
Laura Davis,43,23.4
Brittany Santos,35,36.19
Joseph Cowan,56,41.59
Loretta Gross,58,57.04
Anne Sanchez,56,44.52
Christopher Harvey,58,31.24
Daniel Adams,29,67.91
Lawrence Hutchinson,60,29.96
Alexander Porter,22,24.46
Elizabeth Perry,22,19.35
Janet Wheeler,52,40.3
Jordan Clark DVM,58,26.21
Elizabeth Rich MD,20,59.16
Christina Frazier,27,23.05
Richard Tucker,58,12.54
Jonathan Lee,56,33.84
Hailey White,23,57.79
Douglas Barker,43,67.58
John Murray,20,46.8
Robert Beltran,37,48.04
Alexandria Logan,26,33.74
Carly Sosa,59,53.89
Lisa Anderson,49,16.24
Amy Ramos,58,15.54
James Keith,44,39.54
Casey Wilcox,45,63.13
Mark Bernard,54,13.52
Virginia Miles,38,55.59
Maria Shaw,28,32.57
Robert Harris PhD,59,65.6
Philip Brewer,41,43.47
Mark Mitchell,23,28.64
Christopher Bryant,32,42.05
Matthew Miller II,48,42.86
Christopher Ryan,48,35.53
David Mills,47,65.61
Beverly Snyder,41,28.16
Brandon Snow,23,28.6
Wayne Pratt,34,40.43
Cody Barton,34,43.08
Derek Marks,36,65.52
Amy Wall,51,68.77
David Martin,49,44.79
Edwin Pollard,55,74.97
Lisa Gonzalez,35,16.01
Jon Powers,49,24.41
Sarah Wilcox,55,58.34
Michael Bird,48,67.68
Steven Johnson,22,30.48
Jessica Patton,31,21.72
Cameron Garcia,46,10.64
Jeffrey Martin,28,12.17
Timothy Martin,29,49.98
Brian Edwards,57,11.0
Maria Martinez,33,10.47
Richard Roberts,24,52.69
Michael Smith,39,14.2
Darius Sanchez,45,73.26
Rachel Campbell,26,42.0
Ralph Solis,32,59.16
Brandon Gomez,42,25.57
Jeffrey Jones,21,69.88
Rhonda Kane,25,27.94
Paul Atkinson,36,69.56
Erin Brennan,24,54.7
Michael Rowe,22,74.01
Valerie Ruiz,39,73.26
Renee Wallace,59,49.0
Michael Smith,28,44.1
Heather Bradley,25,13.26
Michelle Smith,43,55.08
Wendy Jones,42,14.99
Anita Johnson,48,50.39
Christopher Moreno,43,72.09
Amanda Caldwell,38,59.56
Erika Wilkerson,50,23.33
Tony Bauer,53,17.98
Joshua Alvarado,53,14.81
Destiny Johnson,26,29.13
Michael Johnson,37,49.82
Kevin Diaz,42,19.7
Mark Smith,51,15.16
Anthony Cochran,33,61.31
Valerie Freeman,36,53.99
Annette Howell,46,34.09
Ryan Hanson,60,48.42
Kristen Rogers,31,12.56
Emily Bird,35,61.92
Jaime Hines,53,31.94
Lisa Wilson,20,20.36
Nathan Dickson,46,44.53
Sandra Love,32,29.5
Christopher Hardin,28,50.1
Donald Hunter,43,25.58
Ann Mcbride,43,65.14
Anthony Hughes,32,61.1
Samuel Thompson,52,49.61
Jennifer Page,51,66.55
Peter Gutierrez,29,61.18
Tyrone Davis,40,24.01
Toni Reese,30,28.92
Nathaniel Thompson,44,38.4
Phillip Tucker,34,43.63
Kimberly Robinson,39,34.03
Scott Adams,33,29.49
Kaitlyn Clark,21,56.49
Jennifer Smith,25,55.83
Jennifer Roberson,52,62.22
Willie Phillips,37,51.91
Connor Mcgee,40,68.54
Donna Scott,44,69.92
Peter Wright,28,46.61
Shane Anderson MD,35,46.26
Carl Stone,30,21.58
Garrett Michael,40,71.43
Amanda Thompson,55,19.84
Joseph Shaffer,41,18.05
Leroy Nelson Jr.,27,69.06
Nicole Smith,41,47.22
Joshua Schroeder,49,52.98
Jill Robbins,43,27.93
Joshua Savage,21,53.16
Rebecca White,50,23.09
Deborah Rodgers,33,25.68
Carl Ryan,45,40.71
Blake Gross,25,44.37
Claire Coleman,32,38.42
Sharon Rhodes,52,15.95
Stephen Watts,53,22.13
Christopher Davis,24,46.03
Justin Allen,43,64.1
Corey Rivera,38,13.5
Gregory Zimmerman,28,56.66
Andrea Dougherty,46,58.36
Sierra Coleman,54,18.94
Wanda Howard,43,60.38
Sarah Martinez,37,43.71
Matthew Stephens,43,56.72
Tony Calhoun,23,25.63
Jeffrey Jones,50,69.11
Kurt Robinson,53,38.09
David Rodriguez,35,70.33
Cathy Cruz,55,70.1
Robert Massey,57,63.52
Linda Heath,30,27.29
Jacob Gibson,29,40.95
Robert Solis,27,24.98
Christine Herman,29,27.47
James Anderson,44,35.94
Mrs. Kathryn Smith MD,54,65.4
Nicholas Frederick,39,38.78
Jordan Keller,28,69.09
Robert Williams,50,61.74
Steven Romero,39,51.12
Shannon Matthews,45,29.34
Edward Diaz,31,74.02
Darren Patel,52,34.99
Maurice Hall,41,45.75
Jessica Freeman,30,69.16
Connor Fernandez,41,23.31
Aaron Hamilton,53,62.59
Anthony Rojas,24,35.87
Christopher Burch,20,57.22
Nicole Simmons,23,28.6
Darrell Jones,34,32.2
Jason Lloyd,53,67.93
Rebecca Jones,39,62.92
Whitney Pena,41,44.42
Andrew Anderson,35,44.96
Jason Johnson,50,68.26
Wanda Young,21,34.82
Dan Martinez,43,37.8
Ashley Moore,50,12.1
Linda Elliott,32,31.3
Ryan Hall,40,18.44
James Quinn,57,21.22
Jason Anthony,40,32.33
Julia Gomez,37,60.76
Lorraine Cannon,58,29.36
Joshua Palmer,26,66.73
Reginald Hunter,37,11.26
Justin Thompson,36,41.56
Alicia Avila,54,59.57
Joseph Mcdonald DDS,28,52.03
Rachael Rodriguez,24,13.76
Rebecca Baldwin,33,19.21
Hailey Mcguire,33,47.04
Kayla Valdez,60,27.74
Chad Humphrey,21,69.07
Andrea Walker,40,22.72
Jessica Garcia,25,52.19
Scott Stewart,56,21.14
Charles Ruiz,28,25.1
Victor Fitzgerald,43,10.22
Jackie Lawrence,28,41.74
Casey Lamb,44,61.24
Jeremy Acevedo,47,37.25
Heather Cook,24,46.99
Emily White,29,22.93
James Mccullough,37,53.24
Adam Carey,37,45.65
Edwin Moody,28,23.59
Tracy Thompson,45,40.87
Howard Montoya,37,27.02
Mr. David Fields,53,17.32
Travis Sims,21,18.96
Alexandra Watson,25,50.22
Gary Poole,37,59.93
Cassidy Scott,22,27.48
Ellen Jimenez,33,51.01
Erica Huff,42,51.16
Casey Wallace,25,67.73
Amy Johnston,31,42.63
Kristy King MD,22,62.98
Katherine Beck,42,13.34
Sydney Lucero,54,23.91
Sarah Pittman,59,37.85
Natasha Kline,46,25.25
Mark Hicks,38,30.96
Joseph Brown,44,23.84
Christina Romero,48,32.11
John Hale,59,58.81
Laura Nelson,48,47.23
Kristina Perez,38,61.27
Michelle Hudson,23,50.02
Deanna Davis,49,48.66
Scott Bailey,33,17.41
Robert Williams,31,22.21
Nicole Collier,40,18.06
Dalton Weber,59,39.89
Tiffany Cole,48,39.93
Dana Eaton,33,29.95
Michael Martinez,50,13.53
Amy Johnson,31,48.05
Vanessa Hood,20,20.39
Charles Jones,58,74.71
Sarah Moreno,22,56.39
Olivia Cardenas,22,59.53
Amy Rogers,20,33.97
David Hernandez,39,43.91
Robert Williams,28,39.89
Gregory Crosby,41,10.45
Robert Herrera,48,27.43
Kenneth Norton,55,54.77
Brandon Jackson DDS,25,55.22
Colleen Wilson,24,18.47
Victor Barron,49,28.1
Michelle Williams,31,38.45
Steven Stark,45,15.33
Devin Barnes,53,15.1
Michael Gutierrez,42,27.74
Jamie Wilson,32,43.1
Jessica Crawford,43,14.43
Ricky Fields,56,20.91
Nathaniel Oconnor,46,42.32
Anthony Aguilar,55,57.14
Danielle Hill,45,10.73
Thomas Williams,20,12.52
Jamie Taylor,43,27.23
Susan Nguyen,20,58.86
Thomas Gomez,21,53.11
John Gates,58,38.53
David Goodman,44,22.63
Tammy Washington,38,41.34
Kevin Kim,45,12.28
Mark Williams,42,24.37
Kurt Reyes,27,60.75
Thomas Cummings,24,17.24
Glenn Martinez,47,61.68
Daniel Baker,22,69.89
Jeffrey Carpenter,30,41.0
Jonathon Hernandez,29,57.04
Anthony Hill,38,50.23
Stephanie Smith,28,74.48
Lisa Valdez,48,48.05
Paul Jones,29,37.26
Kimberly Smith,56,35.98
Nathan Moore,26,47.46
Mary Miller,23,54.12
Susan Spencer,27,31.5
Brandon Graham,54,23.64
Jared Zavala,43,22.75
Chloe Williams,35,20.24
John Fernandez,24,30.05
Brett Delacruz,35,61.61
Thomas Griffith,33,15.26
Molly Strickland,42,28.04
Matthew Clark,48,64.41
Valerie Harper,33,54.5
Emily Taylor,21,36.39
Lori Crawford,26,74.06
Dr. Bryan Romero,51,34.83
Mark Santiago,56,37.04
Sheena Key,53,47.38
Jeffrey Baker,34,25.84
Ryan Contreras,38,43.03
Michael Cisneros,52,31.03
Philip Cabrera,35,35.0
Catherine Price,29,13.49
Michelle Stephenson,59,53.05
Christine Mosley,60,56.83
Sheila Torres,38,54.41
Joshua Warren,21,68.12
Christina Reid,44,61.31
Eric Mitchell,24,16.55
Carlos Hammond,43,10.08
Daniel Cowan,54,16.63
Gabrielle White,53,18.96
Kenneth Flores,28,66.47
Karen Christensen,52,28.77
Dorothy Hart,58,30.48
Kelly Hubbard,53,13.58
Clayton Stewart,60,19.55
Zachary Hudson,43,42.43
Jonathan Orr,45,47.33
Paula Harper,34,43.75
Christine Thompson,20,36.3
Angela Salazar,52,25.83
Richard Bates,59,71.39
Carrie Riggs,48,71.0
Cody Oconnor,59,55.22
Adam Hughes,41,16.61
Mary Foster,29,41.62
George Holmes,60,62.34
Joseph Kaiser,30,64.4
Benjamin Martin,35,10.97
Jean Butler,60,70.28
Eric Reyes,41,11.98
David Sutton,28,54.56
Jimmy Wilkinson,40,70.79
Courtney Butler,28,63.31
Joshua Howell,58,67.82
Brian Guzman,41,65.27
Beverly Pierce,45,50.45
Lisa Miller,39,52.19
Dan Walker,49,39.31
Sarah Richardson,21,43.61
Mary Gonzales,38,49.9
Mr. Earl Cisneros DVM,27,46.94
Timothy Burns,42,47.82
Adrian Rodriguez,28,72.57
Antonio Moore,20,70.65
Michael Hoffman,59,34.39
David Finley,52,34.05
Samantha Mills,20,50.45
Ashley Johnson,50,71.2
Austin Perez,48,41.12
Ellen Perry,22,22.87
Phillip Bryant,47,14.59
Adam Woods,44,17.19
Jason Gibson,23,46.95
Dustin Contreras,56,22.2
Jeremy Parker,21,28.3
Rebecca Young,56,27.9
Teresa Riley,44,73.14
Jason Martinez,51,66.12
Kimberly Walker,44,38.9
Denise Sawyer,20,56.71
Derrick Jacobs,56,11.84
Linda Taylor,58,35.6
Taylor Howell,55,42.88
Amanda Barrett,22,44.23
Mrs. Destiny Schmidt MD,51,27.53
Miranda Jones,35,22.61
Gregory Smith,43,30.63
Lisa Bowen,53,12.74
Hannah Miller,53,14.41
Laura Paul,37,38.5
Daniel Allen,32,30.5
John Wilson,45,35.11
Samuel Curry,38,12.99
Jonathon Williams,40,44.63
